"Site","ID","Family","Binomial","Ndaphnia","Sex","Collector","Climate","Date","30m","60m","120m","180m","240m","nbut","Notes","weight","Condition","wing_atk","bird_div","bird_dens","bird_pc1","bird_pc2","bird_pc3","bird_pc4","death.p"
"AO","ao3","Lycaenidae","Zizina otis",10,"Male",NA,"Temperate","10/11/2023",0,0,1,1,1,2,NA,0.006,"Semi-natural",20.83333,2.913799,1578.817,-7.80139,8.411841,-14.4953,-3.54983,0.1
"AO","ao1","Lycaenidae","Zizina otis",10,"Male",NA,"Temperate","10/11/2023",0,0,0,0,0,2,NA,0.007,"Semi-natural",20.83333,2.913799,1578.817,-7.80139,8.411841,-14.4953,-3.54983,0
"AO","ao2","Lycaenidae","Zizina otis",10,"Female",NA,"Temperate","10/11/2023",0,0,0,1,4,2,NA,0.006,"Semi-natural",20.83333,2.913799,1578.817,-7.80139,8.411841,-14.4953,-3.54983,0.4
"AO","3513","Lycaenidae","Zizina otis",10,"Female","HS","Temperate","10/11/2023",0,0,0,2,3,1,NA,0.005,"Semi-natural",20.83333,2.913799,1578.817,-7.80139,8.411841,-14.4953,-3.54983,0.3
"AO","3585","Lycaenidae","Zizina otis",10,"Female","SS","Temperate","10/11/2023",2,6,7,8,8,1,"Brought from store and tested next day",0.007,"Semi-natural",20.83333,2.913799,1578.817,-7.80139,8.411841,-14.4953,-3.54983,0.8
"BBG","1070","Nymphalidae","Melanitis leda",10,"Male","MFE","Subtropical","20/09/2022",4,8,10,10,10,1,"Brought from store and tested next day",0.065,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,1
"BBG","1017","Lycaenidae","Zizina otis",10,"Female","SS","Subtropical","20/09/2022",0,1,6,6,6,1,NA,0.006,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.6
"BBG","2829","Lycaenidae","Nacaduba berenice",10,"Female","ZW","Subtropical","31/10/2023",0,0,0,0,1,1,NA,0.0061,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.1
"BBG","2747","Lycaenidae","Leptotes plinius",10,"Female","MEH","Subtropical","31/10/2023",7,7,9,10,10,1,"Brought from store and tested next day/written as 2447 and fixed using extraction spreadsheet",0.004,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,1
"BBG","bbg1","Lycaenidae","Zizina otis",10,"Male",NA,"Subtropical","20/09/2022",0,2,4,4,4,2,NA,0.007,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.4
"BBG","2737","Papilionidae","Cressida cressida",10,"Male","MEH","Subtropical","31/10/2023",0,0,1,5,5,1,NA,0.12,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.5
"BBG","1038","Hesperiidae","Ocybadistes flavovittatus",10,"Female","MFE","Subtropical","20/09/2022",0,0,1,7,7,1,NA,0.01,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.7
"BBG","2743","Lycaenidae","Theclinesthes onycha",10,"Female","MEH","Subtropical","31/10/2023",0,0,0,2,7,1,NA,0.0171,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.7
"BBG","2757","Pieridae","Catopsilia pomona",10,"Male","DS","Subtropical","31/10/2023",0,0,0,0,1,1,"was written as 2175 in the paper sheet, fixed looking at the tox_silutionspreadsheet.",0.1436,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.1
"BBG","1082","Pieridae","Catopsilia pomona",10,"Male","SS","Subtropical","20/09/2022",0,0,0,1,1,1,NA,0.117,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.1
"BBG","1049","Pieridae","Eurema hecabe",10,"Male","MFE","Subtropical","20/09/2022",3,5,8,10,10,1,"Brought from store and tested next day",0.013,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,1
"BBG","1056","Pieridae","Eurema smilax",10,"Female","SS","Subtropical","20/09/2022",0,0,0,0,0,1,NA,0.009,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0
"BBG","LP4","Lycaenidae","Leptotes plinius",10,"Female","DS","Subtropical","31/10/2023",0,0,1,4,5,2,NA,0.006,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.5
"BBG","2775","Papilionidae","Papilio aegeus",10,"Male","HS","Subtropical","31/10/2023",7,7,7,9,10,1,NA,0.1436,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,1
"BBG","2776","Papilionidae","Cressida cressida",10,"Female","HS","Subtropical","31/10/2023",0,0,0,0,0,1,NA,0.138,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0
"BBG","2848","Pieridae","Catopsilia pomona",10,"Female","MFE","Subtropical","31/10/2023",0,0,0,0,0,1,NA,0.0968,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0
"BBG","2740","Lycaenidae","Nacaduba berenice",10,"Male","MEH","Subtropical","31/10/2023",0,0,4,6,6,1,"scales in liquid",0.0055,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.6
"BBG","1067","Pieridae","Catopsilia pomona",10,"Female","MFE","Subtropical","20/09/2022",0,0,0,2,2,1,NA,0.165,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.2
"BBG","2750","Lycaenidae","Leptotes plinius",10,"Male","MEH","Subtropical","31/10/2023",0,3,4,5,5,1,NA,0.004,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.5
"BBG","1040","Lycaenidae","Zizina otis",10,"Female","MFE","Subtropical","20/09/2022",0,0,0,0,0,1,NA,0.007,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0
"BBG","2761","Lycaenidae","Theclinesthes onycha",10,"Female","DS","Subtropical","31/10/2023",0,0,0,0,0,1,NA,0.01453,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0
"BBG","2800","Lycaenidae","Nacaduba berenice",10,"Male","HS","Subtropical","31/10/2023",0,2,2,4,4,1,"scales in liquid",0.004,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.4
"BBG","1015","Lycaenidae","Lampides boeticus",10,"Female","SS","Subtropical","20/09/2022",0,0,4,7,7,1,NA,0.011,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.7
"BBG","1025","Pieridae","Eurema smilax",10,"Female","MFE","Subtropical","20/09/2022",0,0,0,2,5,1,NA,0.005,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.5
"BBG","1032","Nymphalidae","Junonia villida",10,"Female","CI","Subtropical","20/09/2022",1,1,1,2,4,1,"Brought from store and tested next day",0.035,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.4
"BBG","1041","Lycaenidae","Lampides boeticus",10,"Male","CI","Subtropical","20/09/2022",3,6,7,7,7,1,"only small ones died",0.013,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.7
"BBG","2774","Papilionidae","Papilio aegeus",10,"Male","HS","Subtropical","31/10/2023",0,0,1,2,2,1,NA,0.1751,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.2
"BBG","2846","Pieridae","Cepora perimale",10,"Female","MFE","Subtropical","31/10/2023",1,1,2,2,5,1,"weird clumbs in liquid",0.021,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.5
"BBG","2783","Pieridae","Pieris rapae",10,"Male","HS","Subtropical","31/10/2023",0,0,0,0,0,1,NA,0.029,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0
"BBG","2857","Lycaenidae","Theclinesthes onycha",10,"Female","MFE","Subtropical","31/10/2023",0,0,2,2,3,1,NA,0.012,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.3
"BBG","1076","Pieridae","Catopsilia pomona",10,"Male","SS","Subtropical","20/09/2022",0,3,6,7,7,1,NA,0.1234,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.7
"BBG","2755","Papilionidae","Papilio aegeus",10,"Female","DS","Subtropical","31/10/2023",0,0,0,0,0,1,NA,0.2752,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0
"BBG","2801","Lycaenidae","Leptotes plinius",10,"Female","HS","Subtropical","31/10/2023",0,2,6,8,8,1,"All & only small dead",0.006,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.8
"BBG","LP3","Lycaenidae","Leptotes plinius",10,"Male","ZW","Subtropical","31/10/2023",0,0,4,5,9,2,NA,0.006,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.9
"BBG","1024","Lycaenidae","Lampides boeticus",10,"Male","MFE","Subtropical","20/09/2022",0,5,7,7,8,1,NA,0.0113,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.8
"BBG","2778","Papilionidae","Graphium choredon",10,"Male","HS","Subtropical","31/10/2023",0,0,0,1,2,1,NA,0.106,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.2
"BBG","2779","Pieridae","Catopsilia pomona",10,"Female","HS","Subtropical","31/10/2023",0,0,0,0,0,1,NA,0.2138,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0
"BBG","996","Lycaenidae","Zizina otis",10,"Female","HS","Subtropical","20/09/2022",0,0,2,3,3,1,NA,0.007,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.3
"BBG","998","Lycaenidae","Zizina otis",10,"Male","HS","Subtropical","20/09/2022",0,0,5,7,8,1,NA,0.006,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.8
"BBG","LP2","Lycaenidae","Leptotes plinius",10,"Male","ZW","Subtropical","31/10/2023",0,0,1,3,5,2,"scales in liquid",0.005,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.5
"BBG","2773","Papilionidae","Papilio aegeus",10,"Male","HS","Subtropical","31/10/2023",0,0,0,2,2,1,NA,0.128,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.2
"BBG","2811","Lycaenidae","Leptotes plinius",10,"Female","HS","Subtropical","31/10/2023",0,0,3,3,3,1,NA,0.005,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.3
"BBG","994","Pieridae","Eurema smilax",10,"Female","SS","Subtropical","20/09/2022",0,0,2,2,2,1,NA,0.006,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.2
"BBG","2831","Lycaenidae","Theclinesthes onycha",10,"Female","ZW","Subtropical","31/10/2023",0,0,3,3,3,1,"scales in liquid",0.01,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.3
"BBG","1036","Lycaenidae","Lampides boeticus",10,"Male","CI","Subtropical","20/09/2022",0,0,0,0,0,1,NA,0.009,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0
"BBG","983","Pieridae","Eurema smilax",10,"Female","HS","Subtropical","20/09/2022",0,0,0,0,0,1,NA,0.0097,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0
"BBG","2777","Papilionidae","Graphium choredon",11,"Male","HS","Subtropical","31/10/2023",0,0,1,1,4,1,NA,0.087,"Urban",67.30769,2.43116,3437.747,15.75022,6.998187,12.72533,21.30897,0.363636363636364
"BG","12","Nymphalidae","Danaus affinis",10,"Female","MFE","Tropical","16/07/2022",1,2,5,7,8,1,"Brought from store and tested next day",0.058,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.8
"BG","20","Nymphalidae","Cethosia cydippe",10,"Female","SP","Tropical","16/07/2022",0,0,0,2,3,1,"and 1 baby",0.087,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.3
"BG","36","Nymphalidae","Danaus affinis",10,"Male","HS","Tropical","16/07/2022",0,0,3,4,4,1,NA,0.038,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.4
"BG","53","Nymphalidae","Euploea tulliolus",10,"Female","LH","Tropical","17/07/2022",0,0,0,0,0,1,NA,0.066,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0
"BG","61","Nymphalidae","Cethosia cydippe",10,"Male","LH","Tropical","17/07/2022",0,0,0,1,1,1,NA,0.041,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.1
"BG","28","Nymphalidae","Danaus affinis",10,"Male","HS","Tropical","16/07/2022",2,5,5,6,7,1,NA,0.0593,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.7
"BG","bg3","Lycaenidae","Zizina otis",10,"Male",NA,"Tropical","17/07/2022",0,0,3,5,5,2,NA,0.005,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.5
"BG","1868","Hesperiidae","Cephrenes augiades",10,"Female","JM","Tropical","30/06/2023",0,0,0,0,0,1,"baby in not accounted for",0.029,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0
"BG","55","Pieridae","Delias mysis",10,"Male","HS","Tropical","17/07/2022",0,0,0,0,0,1,NA,0.042,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0
"BG","18","Lycaenidae","Hypolycaena phorbas",10,"Female","MFE","Tropical","16/07/2022",0,0,1,2,5,1,NA,0.008,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.5
"BG","1912","Hesperiidae","Cephrenes augiades",10,"Female","MFE","Tropical","30/06/2023",0,0,0,0,1,1,NA,0.041,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.1
"BG","bg4","Lycaenidae","Zizina otis",10,"Male",NA,"Tropical","17/07/2022",0,0,10,10,10,2,NA,0.006,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,1
"BG","65","Pieridae","Delias nigrina",10,"Male","LH","Tropical","17/07/2022",0,0,0,0,0,1,NA,0.0334,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0
"BG","47","Lycaenidae","Arhopala micale",10,"Female","MEH","Tropical","16/07/2022",0,0,1,4,6,1,NA,0.0392,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.6
"BG","11","Nymphalidae","Danaus affinis",10,"Male","MFE","Tropical","16/07/2022",0,0,10,10,10,1,NA,0.052,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,1
"BG","14","Lycaenidae","Nacaduba cyanea",10,"Female","MFE","Tropical","16/07/2022",0,0,1,4,4,1,NA,0.012,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.4
"BG","4","Hesperiidae","Notocrypta waigensis",10,"Female","MFE","Tropical","16/07/2022",0,0,0,0,0,1,NA,0.029,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0
"BG","1884","Lycaenidae","Nacaduba cyanea",10,"Male","CI","Tropical","30/06/2023",0,0,1,1,1,1,NA,0.008,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.1
"BG","6","Lycaenidae","Hypolycaena phorbas",10,"Female","MFE","Tropical","16/07/2022",0,1,1,4,5,1,NA,0.017,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.5
"BG","79","Lycaenidae","Hypolycaena phorbas",10,"Male","LH","Tropical","17/07/2022",0,0,3,4,4,1,NA,0.019,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.4
"BG","23","Lycaenidae","Nacaduba cyanea",10,"Male","MFE","Tropical","16/07/2022",0,0,2,2,2,1,NA,0.007,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.2
"BG","1857","Hesperiidae","Notocrypta waigensis",10,"Male","MEH","Tropical","30/06/2023",0,0,0,0,0,1,NA,0.021,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0
"BG","30","Nymphalidae","Mycalesis terminus",10,"Female","HS","Tropical","16/07/2022",0,0,0,2,3,1,"Brought from store and tested next day",0.009,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.3
"BG","38","Pieridae","Cepora perimale",10,"Male","HS","Tropical","16/07/2022",0,0,0,0,0,1,NA,0.027,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0
"BG","21","Nymphalidae","Cethosia cydippe",10,"Male","MFE","Tropical","16/07/2022",0,0,3,6,6,1,NA,0.036,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.6
"BG","1916","Hesperiidae","Sabera caesina",10,"Male","MFE","Tropical","30/06/2023",0,0,0,3,3,1,NA,0.025,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.3
"BG","1881","Pieridae","Delias mysis",10,"Male","JM","Tropical","30/06/2023",0,0,0,0,0,1,NA,0.064,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0
"BG","bg2","Lycaenidae","Zizina otis",10,"Male",NA,"Tropical","17/07/2022",0,0,0,1,2,2,NA,0.005,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.2
"BG","1920","Hesperiidae","Sabera caesina",10,"Male","MFE","Tropical","30/06/2023",0,0,0,0,0,1,NA,0.019,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0
"BG","1919","Hesperiidae","Sabera caesina",10,"Male","MFE","Tropical","30/06/2023",0,0,1,2,2,1,NA,0.024,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.2
"BG","1873","Nymphalidae","Danaus affinis",10,"Male","JM","Tropical","30/06/2023",0,0,0,1,2,1,NA,0.04,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.2
"BG","bg1","Lycaenidae","Zizina otis",10,"Male",NA,"Tropical","17/07/2022",0,0,0,1,3,2,NA,0.005,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.3
"BG","71","Pieridae","Delias mysis",10,"Male","HS","Tropical","17/07/2022",0,1,3,4,5,1,NA,0.023,"Urban",71.25,2.972002,2317.296,-15.8949,3.869368,-4.46082,4.65995,0.5
"CC","1498","Nymphalidae","Hypocysta metirius",10,"Male","HS","Subtropical","24/09/2022",0,0,3,3,4,1,NA,0.0119,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.4
"CC","1263","Hesperiidae","Sabera fuliginosa",10,"Male","SS","Subtropical","24/09/2022",0,1,1,2,2,1,NA,0.032,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.2
"CC","3235","Lycaenidae","Theclinesthes onycha",10,"Male","HS","Subtropical","03/11/2023",0,2,4,5,7,1,NA,0.0087,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.7
"CC","3319","Hesperiidae","Toxidia peron",10,"Female","LO + KL","Subtropical","03/11/2023",0,0,0,0,0,1,NA,0.056,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0
"CC","1331","Nymphalidae","Hypocysta metirius",10,"Female","MEH","Subtropical","24/09/2022",0,1,3,5,5,1,NA,0.007,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.5
"CC","1321","Hesperiidae","Sabera fuliginosa",10,"Male","MEH","Subtropical","24/09/2022",0,0,0,1,2,1,NA,0.031,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.2
"CC","1315","Pieridae","Belenois java",10,"Male","HS","Subtropical","24/09/2022",0,2,7,8,8,1,"All & only small dead",0.076,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.8
"CC","1443","Nymphalidae","Hypocysta metirius",10,"Male","MFE","Subtropical","24/09/2022",0,0,0,2,2,1,NA,0.011,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.2
"CC","3342","Hesperiidae","Toxidia peron",10,"Female","KL","Subtropical","04/11/2023",0,0,2,2,2,1,"Brought from store and tested next day",0.018,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.2
"CC","3232","Lycaenidae","Zizina otis",10,"Male","HS","Subtropical","03/11/2023",0,0,0,3,4,1,NA,0.005,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.4
"CC","1290","Pieridae","Eurema smilax",10,"Female","HS","Subtropical","24/09/2022",0,0,0,0,0,1,NA,0.0082,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0
"CC","1350","Pieridae","Belenois java",10,"Female","HS","Subtropical","24/09/2022",0,0,0,2,2,1,NA,0.107,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.2
"CC","1281","Pieridae","Belenois java",10,"Male","HS","Subtropical","24/09/2022",0,0,0,0,0,1,NA,0.062,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0
"CC","CC1","Lycaenidae","Zizina otis",10,"Male",NA,"Subtropical","3/11/2023",0,0,1,1,2,2,NA,0.008,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.2
"CC","zhf3","Lycaenidae","Zizula hylax",10,"Female",NA,"Subtropical","3/11/2023",2,2,5,7,7,4,NA,0.006,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.7
"CC","1299","Lycaenidae","Candalides absimilis",10,"Female","HS","Subtropical","24/09/2022",2,2,2,2,2,1,NA,0.006,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.2
"CC","1302","Pieridae","Delias nigrina",10,"Male","HS","Subtropical","24/09/2022",0,0,0,0,0,1,NA,0.049,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0
"CC","3219","Nymphalidae","Euploea corinna",10,"Male","HS","Subtropical","03/11/2023",0,0,0,2,2,1,NA,0.171,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.2
"CC","3225","Hesperiidae","Trapezites symmomus",10,"Female","HS","Subtropical","03/11/2023",0,0,0,0,0,1,NA,0.093,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0
"CC","3231","Lycaenidae","Leptotes plinius",10,"Female","HS","Subtropical","03/11/2023",1,3,10,10,10,1,NA,0.004,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,1
"CC","3124","Nymphalidae","Euploea corinna",10,"Male","DS","Subtropical","03/11/2023",0,0,0,0,0,1,"Diogo did the last 2 checks and he found no dead ones original numbers: 0,2,5,0,0. However Upon inspection 5 minutes after we saw there were 4 dead, so I corrected the values to the likely scenario",0.2126,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0
"CC","1482","Pieridae","Delias nigrina",10,"Male","HS","Subtropical","24/09/2022",0,0,0,0,0,1,NA,0.056,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0
"CC","3168","Nymphalidae","Hypocysta metirius",10,"Male","MFE","Subtropical","03/11/2023",0,0,2,4,5,1,"Brought from store and tested next day",0.007,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.5
"CC","1385","Nymphalidae","Melanitis leda",10,"Female","SS","Subtropical","24/09/2022",0,0,0,0,0,1,"Brought from store and tested next day",0.057,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0
"CC","1439","Pieridae","Eurema smilax",10,"Male","MFE","Subtropical","24/09/2022",0,0,0,4,4,1,"scales in liquid",0.004,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.4
"CC","3226","Hesperiidae","Ocybadistes walkeri",10,"Female","HS","Subtropical","03/11/2023",0,0,2,3,3,1,NA,0.011,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.3
"CC","1441","Nymphalidae","Hypocysta metirius",10,"Male","MFE","Subtropical","24/09/2022",0,0,1,2,2,1,NA,0.007,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.2
"CC","3122","Nymphalidae","Melanitis leda",10,"Female","DS","Subtropical","03/11/2023",0,0,0,0,0,1,NA,0.089,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0
"CC","1358","Nymphalidae","Hypolimnas bolina",10,"Male","CI","Subtropical","24/09/2022",1,1,2,2,2,1,NA,0.12,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.2
"CC","1469","Nymphalidae","Hypocysta metirius",10,"Male","SS","Subtropical","24/09/2022",0,0,0,1,4,1,NA,0.011,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.4
"CC","1368","Nymphalidae","Euploea corinna",10,"Female","MEH","Subtropical","24/09/2022",0,0,6,6,6,1,NA,0.1986,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.6
"CC","CC4","Lycaenidae","Zizina otis",10,"Male",NA,"Subtropical","3/11/2023",0,0,5,5,5,2,NA,0.008,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.5
"CC","1391","Papilionidae","Papilio aegeus",10,"Male","HS","Subtropical","24/09/2022",0,0,0,0,0,1,NA,0.1258,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0
"CC","1404","Pieridae","Eurema smilax",10,"Male","CI","Subtropical","24/09/2022",0,0,0,4,4,1,NA,0.006,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.4
"CC","CC2","Lycaenidae","Zizina otis",10,"Male",NA,"Subtropical","3/11/2023",0,0,0,2,2,2,NA,0.007,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.2
"CC","3433","Hesperiidae","Toxidia peron",10,"Male","MFE","Subtropical","04/11/2023",0,0,3,3,4,1,NA,0.026,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.4
"CC","3134","Hesperiidae","Toxidia peron",10,"Male","DS","Subtropical","03/11/2023",0,0,0,0,1,1,NA,0.0287,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.1
"CC","CC3","Lycaenidae","Zizina otis",10,"Male",NA,"Subtropical","1/11/2023",0,0,5,6,7,2,NA,0.006,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.7
"CC","3142","Lycaenidae","Theclinesthes onycha",10,"Male","DS","Subtropical","03/11/2023",2,5,6,7,8,1,NA,0.0094,"Urban",60.96096,3.005244,5576.789,9.006521,29.96099,32.43751,-16.4626,0.8
